quarter,stock,date,open,high,low,close,volume,percent_change_price,percent_change_volume_over_last_wk,previous_weeks_volume,next_weeks_open,next_weeks_close,percent_change_next_weeks_price,days_to_next_dividend,percent_return_next_dividend
1,IBM,3/18/2011,$161.16 ,$161.98 ,$151.71 ,$155.89 ,41827781,--,Far higher than expectation,31119857,$157.64 ,$162.18 ,2.87998,Competitive,0.481108
1,IBM,3/25/2011,$157.64 ,$162.74 ,$157.07 ,$162.18 ,25381792,++,Far lower than expectation,41827781,$161.54 ,$164.27 ,1.68998,Competitive,0.462449
1,INTC,1/7/2011,$21.01 ,$21.21 ,$20.27 ,$20.66 ,386719626,--,Far higher than expectation,,$20.71 ,$21.08 ,1.78658,Lower competitive,0.871249
1,INTC,1/14/2011,$20.71 ,$21.33 ,$20.57 ,$21.08 ,274111012,+,Far lower than expectation,386719626,$21.03 ,$20.82 ,-0.998573,Lower competitive,0.85389
1,INTC,1/21/2011,$21.03 ,$21.20 ,$20.62 ,$20.82 ,218479469,-,Lower than expectation,274111012,$21.03 ,$21.46 ,2.0447,Lower competitive,0.864553
1,INTC,1/28/2011,$21.03 ,$21.94 ,$20.93 ,$21.46 ,325168191,++,Far higher than expectation,218479469,$21.55 ,$21.68 ,0.603248,Lower competitive,0.83877
1,INTC,2/4/2011,$21.55 ,$21.71 ,$21.03 ,$21.68 ,277969054,+,Lower than expectation,325168191,$21.74 ,$21.76 ,0.0919963,Higher competitive,0.830258
1,INTC,2/11/2011,$21.74 ,$21.86 ,$21.35 ,$21.76 ,236842359,+,Lower than expectation,277969054,$21.63 ,$22.14 ,2.35784,Higher competitive,0.827206
1,INTC,2/18/2011,$21.63 ,$22.14 ,$21.28 ,$22.14 ,201181541,++,Lower than expectation,236842359,$21.95 ,$21.86 ,-0.410023,Higher competitive,0.813008
1,INTC,2/25/2011,$21.95 ,$22.19 ,$21.01 ,$21.86 ,256135777,-,Far higher than expectation,201181541,$21.75 ,$21.56 ,-0.873563,Higher competitive,0.823422
1,INTC,3/4/2011,$21.75 ,$22.08 ,$21.35 ,$21.56 ,291751623,-,Higher than expectation,256135777,$21.69 ,$20.87 ,-3.78054,Competitive,0.834879
1,INTC,3/11/2011,$21.69 ,$21.74 ,$20.61 ,$20.87 ,289874871,--,Average,291751623,$20.66 ,$19.93 ,-3.5334,Competitive,0.862482
1,INTC,3/18/2011,$20.66 ,$20.88 ,$19.71 ,$19.93 ,347426088,--,Higher than expectation,289874871,$19.90 ,$20.37 ,2.36181,Competitive,0.903161
1,INTC,3/25/2011,$19.90 ,$20.60 ,$19.88 ,$20.37 ,229150771,++,Far lower than expectation,347426088,$20.44 ,$19.72 ,-3.5225,Competitive,0.883652
1,JNJ,1/7/2011,$62.63 ,$63.54 ,$62.53 ,$62.60 ,57774737,-,Far higher than expectation,,$62.29 ,$62.55 ,0.417402,Competitive,0.86262
1,JNJ,1/14/2011,$62.29 ,$62.98 ,$62.00 ,$62.55 ,34950419,+,Far lower than expectation,57774737,$62.21 ,$62.66 ,0.723356,Competitive,0.863309
1,JNJ,1/21/2011,$62.21 ,$63.25 ,$62.01 ,$62.66 ,47999880,+,Far higher than expectation,34950419,$62.56 ,$60.01 ,-4.07609,Competitive,0.861794
1,JNJ,1/28/2011,$62.56 ,$62.72 ,$60.00 ,$60.01 ,86229071,--,Far higher than expectation,47999880,$60.16 ,$60.84 ,1.13032,Lower competitive,0.89985
1,JNJ,2/4/2011,$60.16 ,$60.99 ,$59.69 ,$60.84 ,63641929,+,Far lower than expectation,86229071,$60.88 ,$60.70 ,-0.295664,Lower competitive,0.887574
1,JNJ,2/11/2011,$60.88 ,$61.17 ,$60.42 ,$60.70 ,42897125,-,Far lower than expectation,63641929,$60.69 ,$61.11 ,0.692042,Lower competitive,0.889621
1,JNJ,2/18/2011,$60.69 ,$61.11 ,$60.33 ,$61.11 ,33273371,+,Lower than expectation,42897125,$60.68 ,$59.64 ,-1.71391,Lower competitive,0.883652
1,JNJ,2/25/2011,$60.68 ,$61.08 ,$59.36 ,$59.64 ,46786798,--,Far higher than expectation,33273371,$59.93 ,$61.06 ,1.88553,Lower competitive,0.905433
1,JNJ,3/4/2011,$59.93 ,$61.50 ,$59.77 ,$61.06 ,63576642,+,Far higher than expectation,46786798,$61.09 ,$59.69 ,-2.2917,Higher competitive,0.933508
1,JNJ,3/11/2011,$61.09 ,$61.10 ,$59.11 ,$59.69 ,53844149,--,Lower than expectation,63576642,$59.49 ,$58.57 ,-1.54648,Higher competitive,0.954934
1,JNJ,3/18/2011,$59.49 ,$59.49 ,$57.50 ,$58.57 ,71716802,--,Far higher than expectation,53844149,$58.67 ,$58.98 ,0.528379,Higher competitive,0.973194
1,JNJ,3/25/2011,$58.67 ,$59.16 ,$58.50 ,$58.98 ,47498000,+,Far lower than expectation,71716802,$58.98 ,$59.49 ,0.8647,Higher competitive,0.966429
1,JPM,1/7/2011,$43.00 ,$44.95 ,$42.64 ,$43.64 ,234547885,+,Far higher than expectation,,$43.27 ,$44.91 ,3.79015,Higher competitive,0.572869
1,JPM,1/14/2011,$43.27 ,$44.97 ,$43.00 ,$44.91 ,144662779,++,Far lower than expectation,234547885,$45.02 ,$45.29 ,0.599733,Higher competitive,0.556669
1,JPM,1/21/2011,$45.02 ,$45.54 ,$43.60 ,$45.29 ,182971761,+,Higher than expectation,144662779,$45.21 ,$44.54 ,-1.48197,Higher competitive,0.551998
1,JPM,1/28/2011,$45.21 ,$45.88 ,$44.26 ,$44.54 ,154832501,--,Lower than expectation,182971761,$44.41 ,$44.59 ,0.405314,Higher competitive,0.561293
1,JPM,2/4/2011,$44.41 ,$46.00 ,$44.30 ,$44.59 ,137430065,+,Lower than expectation,154832501,$44.75 ,$46.57 ,4.06704,Competitive,0.560664
1,JPM,2/11/2011,$44.75 ,$46.89 ,$44.65 ,$46.57 ,162434145,++,Higher than expectation,137430065,$46.00 ,$48.00 ,4.34783,Competitive,0.536826
1,JPM,2/18/2011,$46.00 ,$48.00 ,$46.00 ,$48.00 ,131941706,++,Lower than expectation,162434145,$47.20 ,$46.68 ,-1.10169,Competitive,0.520833
1,JPM,2/25/2011,$47.20 ,$47.27 ,$45.21 ,$46.68 ,139540125,--,Average,131941706,$46.81 ,$45.52 ,-2.75582,Competitive,0.535561
1,JPM,3/4/2011,$46.81 ,$47.18 ,$45.07 ,$45.52 ,139051830,--,Average,139540125,$45.62 ,$45.74 ,0.263043,Lower competitive,0.549209
1,JPM,3/11/2011,$45.62 ,$47.10 ,$44.76 ,$45.74 ,140414285,+,Average,139051830,$45.42 ,$45.74 ,0.704535,Lower competitive,0.546568
1,JPM,3/18/2011,$45.42 ,$46.18 ,$43.40 ,$45.74 ,226413618,+,Far higher than expectation,140414285,$46.28 ,$45.86 ,-0.907519,Lower competitive,0.546568
1,JPM,3/25/2011,$46.28 ,$46.38 ,$44.77 ,$45.86 ,117959443,-,Far lower than expectation,226413618,$46.10 ,$46.35 ,0.542299,Lower competitive,0.545137
1,KRFT,1/7/2011,$31.76 ,$31.76 ,$31.14 ,$31.19 ,44971770,--,Far higher than expectation,,$30.91 ,$31.34 ,1.39114,Higher competitive,0.929785
1,KRFT,1/14/2011,$30.91 ,$31.72 ,$30.89 ,$31.34 ,24955086,+,Far lower than expectation,44971770,$31.41 ,$31.35 ,-0.191022,Higher competitive,0.925335
1,KRFT,1/21/2011,$31.41 ,$31.52 ,$30.89 ,$31.35 ,41200255,-,Far higher than expectation,24955086,$31.39 ,$30.53 ,-2.73973,Higher competitive,0.92504
1,KRFT,1/28/2011,$31.39 ,$31.77 ,$30.50 ,$30.53 ,55657855,--,Far higher than expectation,41200255,$30.53 ,$31.19 ,2.16181,Competitive,0.949885
1,KRFT,2/4/2011,$30.53 ,$31.22 ,$30.21 ,$31.19 ,34764359,++,Far lower than expectation,55657855,$31.18 ,$30.66 ,-1.66774,Competitive,0.929785
1,KRFT,2/11/2011,$31.18 ,$31.25 ,$30.24 ,$30.66 ,65912258,--,Far higher than expectation,34764359,$30.67 ,$30.91 ,0.782524,Competitive,0.945858
1,KRFT,2/18/2011,$30.67 ,$30.93 ,$30.26 ,$30.91 ,38172345,+,Far lower than expectation,65912258,$30.72 ,$31.71 ,3.22266,Competitive,0.938208
1,KRFT,2/25/2011,$30.72 ,$32.20 ,$30.66 ,$31.71 ,50462721,++,Far higher than expectation,38172345,$31.82 ,$31.58 ,-0.754243,Competitive,0.914538
1,KRFT,3/4/2011,$31.82 ,$31.88 ,$31.28 ,$31.58 ,55211152,-,Higher than expectation,50462721,$31.56 ,$31.70 ,0.443599,Lower competitive,0.918303
1,KRFT,3/11/2011,$31.56 ,$31.79 ,$31.18 ,$31.70 ,41766976,+,Lower than expectation,55211152,$31.51 ,$30.99 ,-1.65027,Lower competitive,0.914827
1,KRFT,3/18/2011,$31.51 ,$31.60 ,$30.45 ,$30.99 ,51736270,--,Higher than expectation,41766976,$30.78 ,$31.26 ,1.55945,Lower competitive,0.935786
1,KRFT,3/25/2011,$30.78 ,$31.49 ,$30.43 ,$31.26 ,41958399,+,Lower than expectation,51736270,$31.35 ,$31.61 ,0.829346,Lower competitive,0.927703
1,KO,1/7/2011,$65.88 ,$65.88 ,$62.56 ,$62.92 ,59802189,--,Far higher than expectation,,$62.70 ,$63.13 ,0.685805,Higher competitive,0.74698
1,KO,1/14/2011,$62.70 ,$63.86 ,$62.56 ,$63.13 ,31297830,+,Far lower than expectation,59802189,$63.21 ,$62.77 ,-0.696092,Competitive,0.744496
1,KO,1/21/2011,$63.21 ,$63.92 ,$62.72 ,$62.77 ,36000586,-,Higher than expectation,31297830,$62.87 ,$62.21 ,-1.04979,Competitive,0.748765
1,KO,1/28/2011,$62.87 ,$63.31 ,$62.14 ,$62.21 ,42141599,--,Higher than expectation,36000586,$62.32 ,$62.56 ,0.385109,Competitive,0.755506
1,KO,2/4/2011,$62.32 ,$63.48 ,$61.89 ,$62.56 ,34863226,+,Lower than expectation,42141599,$62.67 ,$63.57 ,1.43609,Competitive,0.751279
1,KO,2/11/2011,$62.67 ,$64.75 ,$62.32 ,$63.57 ,46269528,+,Far higher than expectation,34863226,$63.67 ,$64.55 ,1.38213,Lower competitive,0.739342
1,KO,2/18/2011,$63.67 ,$64.72 ,$62.55 ,$64.55 ,29937386,+,Far lower than expectation,46269528,$63.36 ,$64.31 ,1.49937,Lower competitive,0.728118
1,KO,2/25/2011,$63.36 ,$64.40 ,$63.33 ,$64.31 ,32331825,+,Average,29937386,$64.17 ,$65.21 ,1.62069,Lower competitive,0.730835
1,KO,3/4/2011,$64.17 ,$65.87 ,$63.86 ,$65.21 ,61665987,+,Far higher than expectation,32331825,$65.32 ,$64.81 ,-0.780772,Lower competitive,0.720748
1,KO,3/11/2011,$65.32 ,$65.84 ,$64.47 ,$64.81 ,44560041,-,Far lower than expectation,61665987,$64.34 ,$62.70 ,-2.54896,Lower competitive,0.725197
1,KO,3/18/2011,$64.34 ,$64.61 ,$61.29 ,$62.70 ,59542953,--,Far higher than expectation,44560041,$63.13 ,$65.22 ,3.31063,Higher competitive,0.749601
1,KO,3/25/2011,$63.13 ,$65.39 ,$63.05 ,$65.22 ,29853434,++,Far lower than expectation,59542953,$65.20 ,$67.22 ,3.09816,Higher competitive,0.720638
1,MCD,1/7/2011,$77.10 ,$77.59 ,$73.59 ,$74.37 ,85400677,--,Far higher than expectation,,$74.25 ,$74.06 ,-0.255892,Competitive,0.820223
1,MCD,1/14/2011,$74.25 ,$74.49 ,$72.46 ,$74.06 ,44895850,-,Far lower than expectation,85400677,$74.65 ,$75.01 ,0.482251,Competitive,0.823656
1,MCD,1/21/2011,$74.65 ,$75.75 ,$74.31 ,$75.01 ,40056497,+,Lower than expectation,44895850,$74.25 ,$73.28 ,-1.3064,Competitive,0.813225
1,MCD,1/28/2011,$74.25 ,$75.85 ,$73.05 ,$73.28 ,46734907,--,Higher than expectation,40056497,$73.80 ,$74.05 ,0.338753,Lower competitive,0.832424
1,MCD,2/4/2011,$73.80 ,$74.50 ,$73.08 ,$74.05 ,41519549,+,Lower than expectation,46734907,$74.13 ,$76.14 ,2.71145,Lower competitive,0.823768
1,MCD,2/11/2011,$74.13 ,$76.32 ,$73.30 ,$76.14 ,39363816,++,Average,41519549,$76.07 ,$76.13 ,0.0788747,Lower competitive,0.801156
1,MCD,2/18/2011,$76.07 ,$76.45 ,$75.70 ,$76.13 ,16734140,+,Far lower than expectation,39363816,$75.95 ,$74.44 ,-1.98815,Lower competitive,0.801261
1,MCD,2/25/2011,$75.95 ,$76.45 ,$74.42 ,$74.44 ,27881213,--,Far higher than expectation,16734140,$74.51 ,$76.03 ,2.03999,Lower competitive,0.819452
1,MCD,3/4/2011,$74.51 ,$76.63 ,$73.64 ,$76.03 ,41047787,++,Far higher than expectation,27881213,$76.38 ,$76.73 ,0.458235,Higher competitive,0.802315
1,MCD,3/11/2011,$76.38 ,$77.25 ,$74.97 ,$76.73 ,34855064,+,Lower than expectation,41047787,$76.10 ,$72.99 ,-4.08673,Higher competitive,0.794995
1,MCD,3/18/2011,$76.10 ,$76.41 ,$72.89 ,$72.99 ,40853280,--,Higher than expectation,34855064,$73.50 ,$75.25 ,2.38095,Higher competitive,0.835731
1,MCD,3/25/2011,$73.50 ,$75.75 ,$73.38 ,$75.25 ,23877441,++,Far lower than expectation,40853280,$75.55 ,$75.99 ,0.582396,Higher competitive,0.810631
1,MMM,1/7/2011,$86.75 ,$87.90 ,$85.63 ,$86.23 ,16166921,-,Far higher than expectation,,$85.70 ,$88.10 ,2.80047,Competitive,0.637829
1,MMM,1/14/2011,$85.70 ,$88.80 ,$85.70 ,$88.10 ,11585909,++,Far lower than expectation,16166921,$87.84 ,$89.29 ,1.65073,Competitive,0.624291
1,MMM,1/21/2011,$87.84 ,$89.39 ,$87.25 ,$89.29 ,10705548,+,Average,11585909,$89.21 ,$87.44 ,-1.98408,Lower competitive,0.61597
1,MMM,1/28/2011,$89.21 ,$90.50 ,$87.20 ,$87.44 ,26110543,--,Far higher than expectation,10705548,$87.93 ,$88.29 ,0.409417,Lower competitive,0.629003
1,MMM,2/4/2011,$87.93 ,$88.45 ,$87.31 ,$88.29 ,14960948,+,Far lower than expectation,26110543,$88.17 ,$91.80 ,4.11705,Lower competitive,0.622947
1,MMM,2/11/2011,$88.17 ,$91.95 ,$87.81 ,$91.80 ,16315175,++,Higher than expectation,14960948,$91.72 ,$92.96 ,1.35194,Lower competitive,0.599129
1,MMM,2/18/2011,$91.72 ,$92.96 ,$91.00 ,$92.96 ,13431331,+,Lower than expectation,16315175,$92.73 ,$90.25 ,-2.67443,Higher competitive,0.591652
1,MMM,2/25/2011,$92.73 ,$93.65 ,$89.27 ,$90.25 ,17249356,--,Far higher than expectation,13431331,$91.90 ,$92.19 ,0.31556,Higher competitive,0.609418
1,MMM,3/4/2011,$91.90 ,$93.40 ,$90.24 ,$92.19 ,17453306,+,Average,17249356,$92.58 ,$91.61 ,-1.04774,Higher competitive,0.596594
1,MMM,3/11/2011,$92.58 ,$94.16 ,$89.71 ,$91.61 ,18144593,--,Average,17453306,$91.21 ,$88.98 ,-2.44491,Higher competitive,0.600371
1,MMM,3/18/2011,$91.21 ,$91.21 ,$86.91 ,$88.98 ,23633329,--,Far higher than expectation,18144593,$90.27 ,$92.27 ,2.21558,Competitive,0.618116
1,MMM,3/25/2011,$90.27 ,$92.98 ,$90.17 ,$92.27 ,14970403,++,Far lower than expectation,23633329,$92.42 ,$93.13 ,0.768232,Competitive,0.596077
1,MRK,1/7/2011,$36.29 ,$37.35 ,$35.85 ,$37.35 ,72760487,++,Far higher than expectation,,$37.26 ,$34.23 ,-8.13204,Higher competitive,1.0174
1,MRK,1/14/2011,$37.26 ,$37.61 ,$34.23 ,$34.23 ,108158891,--,Far higher than expectation,72760487,$34.07 ,$33.90 ,-0.498973,Competitive,1.11014
1,MRK,1/21/2011,$34.07 ,$34.30 ,$33.48 ,$33.90 ,131132702,-,Higher than expectation,108158891,$33.99 ,$33.07 ,-2.70668,Competitive,1.12094
1,MRK,1/28/2011,$33.99 ,$33.99 ,$33.00 ,$33.07 ,110066602,--,Lower than expectation,131132702,$33.29 ,$32.89 ,-1.20156,Competitive,1.14908
1,MRK,2/4/2011,$33.29 ,$34.04 ,$32.51 ,$32.89 ,114880019,--,Average,110066602,$32.94 ,$33.07 ,0.394657,Competitive,1.15537
1,MRK,2/11/2011,$32.94 ,$33.30 ,$32.74 ,$33.07 ,62039482,+,Far lower than expectation,114880019,$32.97 ,$32.85 ,-0.363967,Lower competitive,1.14908
1,MRK,2/18/2011,$32.97 ,$33.19 ,$32.65 ,$32.85 ,54419625,-,Lower than expectation,62039482,$32.75 ,$32.19 ,-1.70992,Lower competitive,1.15677
1,MRK,2/25/2011,$32.75 ,$32.80 ,$31.85 ,$32.19 ,57467917,--,Average,54419625,$32.20 ,$33.06 ,2.67081,Lower competitive,1.18049
1,MRK,3/4/2011,$32.20 ,$33.36 ,$32.19 ,$33.06 ,128028062,++,Far higher than expectation,57467917,$33.00 ,$32.73 ,-0.818182,Lower competitive,1.14943
1,MRK,3/11/2011,$33.00 ,$33.48 ,$32.45 ,$32.73 ,91319466,-,Far lower than expectation,128028062,$32.50 ,$31.91 ,-1.81538,Lower competitive,1.16101
1,MRK,3/18/2011,$32.50 ,$32.60 ,$31.06 ,$31.91 ,86394177,--,Average,91319466,$32.09 ,$32.57 ,1.49579,Higher competitive,1.19085
1,MRK,3/25/2011,$32.09 ,$32.90 ,$32.04 ,$32.57 ,66135182,+,Lower than expectation,86394177,$32.54 ,$33.07 ,1.62876,Higher competitive,1.16672
1,MSFT,1/7/2011,$28.05 ,$28.85 ,$27.77 ,$28.60 ,328646154,+,Far higher than expectation,,$28.20 ,$28.30 ,0.35461,Competitive,0.559441
1,MSFT,1/14/2011,$28.20 ,$28.50 ,$28.00 ,$28.30 ,227601331,+,Far lower than expectation,328646154,$28.16 ,$28.02 ,-0.497159,Competitive,0.565371
1,MSFT,1/21/2011,$28.16 ,$28.74 ,$28.02 ,$28.02 ,220040646,-,Average,227601331,$28.02 ,$27.75 ,-0.963597,Lower competitive,0.571021
1,MSFT,1/28/2011,$28.02 ,$29.46 ,$27.45 ,$27.75 ,457318851,-,Far higher than expectation,220040646,$27.77 ,$27.77 ,0,Lower competitive,0.576577
1,MSFT,2/4/2011,$27.77 ,$28.11 ,$27.42 ,$27.77 ,274432773,-,Far lower than expectation,457318851,$27.80 ,$27.25 ,-1.97842,Lower competitive,0.576161
1,MSFT,2/11/2011,$27.80 ,$28.34 ,$27.07 ,$27.25 ,317408348,--,Higher than expectation,274432773,$27.20 ,$27.06 ,-0.514706,Lower competitive,0.587156
1,MSFT,2/18/2011,$27.20 ,$27.37 ,$26.60 ,$27.06 ,228916129,-,Far lower than expectation,317408348,$26.78 ,$26.55 ,-0.85885,Higher competitive,0.591279
1,MSFT,2/25/2011,$26.78 ,$27.10 ,$26.43 ,$26.55 ,238628349,-,Average,228916129,$26.69 ,$25.95 ,-2.77257,Higher competitive,0.602637
1,MSFT,3/4/2011,$26.69 ,$26.86 ,$25.80 ,$25.95 ,298801508,--,Higher than expectation,238628349,$26.13 ,$25.68 ,-1.72216,Higher competitive,0.61657
1,MSFT,3/11/2011,$26.13 ,$26.27 ,$25.35 ,$25.68 ,271799244,--,Lower than expectation,298801508,$25.49 ,$24.80 ,-2.70694,Higher competitive,0.623053
1,MSFT,3/18/2011,$25.49 ,$25.76 ,$24.68 ,$24.80 ,379216242,--,Far higher than expectation,271799244,$25.18 ,$25.62 ,1.74742,Competitive,0.645161
1,MSFT,3/25/2011,$25.18 ,$25.95 ,$25.15 ,$25.62 ,217545216,+,Far lower than expectation,379216242,$25.66 ,$25.48 ,-0.701481,Competitive,0.624512
1,PFE,1/7/2011,$17.70 ,$18.38 ,$17.62 ,$18.34 ,386804789,++,Far higher than expectation,,$18.22 ,$18.34 ,0.658617,Lower competitive,1.09051
1,PFE,1/14/2011,$18.22 ,$18.48 ,$18.13 ,$18.34 ,218359623,+,Far lower than expectation,386804789,$18.35 ,$18.36 ,0.0544959,Lower competitive,1.09051
1,PFE,1/21/2011,$18.35 ,$18.49 ,$18.02 ,$18.36 ,159663706,+,Far lower than expectation,218359623,$18.33 ,$18.15 ,-0.981997,Lower competitive,1.08932
1,PFE,1/28/2011,$18.33 ,$18.76 ,$18.14 ,$18.15 ,277157388,-,Far higher than expectation,159663706,$18.19 ,$19.30 ,6.10225,Lower competitive,1.10193
1,PFE,2/4/2011,$18.19 ,$19.39 ,$18.16 ,$19.30 ,358819619,++,Far higher than expectation,277157388,$19.27 ,$18.83 ,-2.28334,Higher competitive,1.03627
1,PFE,2/11/2011,$19.27 ,$19.30 ,$18.62 ,$18.83 ,180912039,--,Far lower than expectation,358819619,$18.82 ,$19.19 ,1.96599,Higher competitive,1.06213
1,PFE,2/18/2011,$18.82 ,$19.39 ,$18.72 ,$19.19 ,153153528,+,Lower than expectation,180912039,$18.88 ,$18.86 ,-0.105932,Higher competitive,1.04221
1,PFE,2/25/2011,$18.88 ,$19.13 ,$18.67 ,$18.86 ,177077740,-,Higher than expectation,153153528,$18.95 ,$19.66 ,3.7467,Higher competitive,1.06045
1,PFE,3/4/2011,$18.95 ,$19.90 ,$18.90 ,$19.66 ,257979737,++,Far higher than expectation,177077740,$19.64 ,$19.47 ,-0.86558,Higher competitive,1.01729
1,PFE,3/11/2011,$19.64 ,$19.75 ,$19.30 ,$19.47 ,195391037,-,Lower than expectation,257979737,$19.45 ,$20.18 ,3.75321,Competitive,1.02722
1,PFE,3/18/2011,$19.45 ,$20.29 ,$19.15 ,$20.18 ,457640533,++,Far higher than expectation,195391037,$20.32 ,$20.35 ,0.147638,Competitive,0.99108
1,PFE,3/25/2011,$20.32 ,$20.50 ,$19.74 ,$20.35 ,215914627,+,Far lower than expectation,457640533,$20.42 ,$20.38 ,-0.195886,Competitive,0.982801
1,PG,1/7/2011,$64.39 ,$65.08 ,$64.00 ,$64.50 ,52323352,+,Far higher than expectation,,$64.40 ,$65.53 ,1.75466,Lower competitive,0.744186
1,PG,1/14/2011,$64.40 ,$65.53 ,$63.40 ,$65.53 ,41932473,+,Lower than expectation,52323352,$65.65 ,$65.91 ,0.39604,Lower competitive,0.732489
1,PG,1/21/2011,$65.65 ,$65.95 ,$65.05 ,$65.91 ,46213962,+,Higher than expectation,41932473,$65.90 ,$64.20 ,-2.57967,Higher competitive,0.804127
1,PG,1/28/2011,$65.90 ,$66.95 ,$63.14 ,$64.20 ,70042160,--,Far higher than expectation,46213962,$64.35 ,$63.61 ,-1.14996,Higher competitive,0.825545
1,PG,2/4/2011,$64.35 ,$64.36 ,$62.30 ,$63.61 ,57201539,--,Lower than expectation,70042160,$63.95 ,$64.73 ,1.2197,Higher competitive,0.833202
1,PG,2/11/2011,$63.95 ,$64.97 ,$63.80 ,$64.73 ,51999812,+,Lower than expectation,57201539,$64.80 ,$64.30 ,-0.771605,Higher competitive,0.818786
1,PG,2/18/2011,$64.80 ,$64.80 ,$63.40 ,$64.30 ,36098973,-,Far lower than expectation,51999812,$63.73 ,$62.84 ,-1.39652,Higher competitive,0.824261
1,PG,2/25/2011,$63.73 ,$64.40 ,$62.53 ,$62.84 ,47748854,--,Far higher than expectation,36098973,$62.80 ,$62.03 ,-1.22611,Competitive,0.843412
1,PG,3/4/2011,$62.80 ,$63.65 ,$61.56 ,$62.03 ,59801160,--,Higher than expectation,47748854,$62.00 ,$61.49 ,-0.822581,Competitive,0.854425
1,PG,3/11/2011,$62.00 ,$62.30 ,$61.12 ,$61.49 ,52731797,-,Lower than expectation,59801160,$61.04 ,$60.60 ,-0.720839,Competitive,0.861929
1,PG,3/18/2011,$61.04 ,$61.39 ,$59.70 ,$60.60 ,66311521,-,Higher than expectation,52731797,$60.96 ,$60.88 ,-0.131234,Competitive,0.874587
1,PG,3/25/2011,$60.96 ,$61.52 ,$60.54 ,$60.88 ,41351155,-,Far lower than expectation,66311521,$61.08 ,$62.08 ,1.6372,Competitive,0.870565
1,T,1/7/2011,$29.68 ,$30.10 ,$28.66 ,$28.85 ,157834347,--,Far higher than expectation,,$28.54 ,$28.43 ,-0.385424,Lower competitive,1.49047
1,T,1/14/2011,$28.54 ,$28.61 ,$27.71 ,$28.43 ,170616350,-,Higher than expectation,157834347,$28.55 ,$28.33 ,-0.770578,Lower competitive,1.51249
1,T,1/21/2011,$28.55 ,$28.59 ,$28.15 ,$28.33 ,130584257,-,Lower than expectation,170616350,$28.46 ,$27.49 ,-3.40829,Lower competitive,1.51783
1,T,1/28/2011,$28.46 ,$28.95 ,$27.41 ,$27.49 ,171464186,--,Far higher than expectation,130584257,$27.42 ,$27.97 ,2.00584,Lower competitive,1.56421
1,T,2/4/2011,$27.42 ,$28.06 ,$27.20 ,$27.97 ,118469916,++,Far lower than expectation,171464186,$27.97 ,$28.47 ,1.78763,Lower competitive,1.53736
1,T,2/11/2011,$27.97 ,$28.59 ,$27.63 ,$28.47 ,128889979,+,Higher than expectation,118469916,$28.40 ,$28.57 ,0.598592,Competitive,1.51036
1,T,2/18/2011,$28.40 ,$28.57 ,$28.00 ,$28.57 ,88244232,+,Far lower than expectation,128889979,$28.32 ,$28.13 ,-0.670904,Competitive,1.50508
1,T,2/25/2011,$28.32 ,$28.42 ,$27.61 ,$28.13 ,94960503,-,Average,88244232,$28.25 ,$27.92 ,-1.16814,Competitive,1.52862
1,T,3/4/2011,$28.25 ,$28.53 ,$27.79 ,$27.92 ,118740085,--,Higher than expectation,94960503,$27.95 ,$28.46 ,1.82469,Competitive,1.54011
1,T,3/11/2011,$27.95 ,$28.89 ,$27.73 ,$28.46 ,139153253,+,Higher than expectation,118740085,$28.32 ,$27.94 ,-1.34181,Lower competitive,1.51089
1,T,3/18/2011,$28.32 ,$28.42 ,$27.27 ,$27.94 ,153806769,--,Higher than expectation,139153253,$28.77 ,$28.85 ,0.278067,Lower competitive,1.53901
1,T,3/25/2011,$28.77 ,$29.10 ,$27.95 ,$28.85 ,169105318,+,Higher than expectation,153806769,$29.02 ,$30.62 ,5.51344,Lower competitive,1.49047
1,TRV,1/7/2011,$56.09 ,$56.34 ,$52.88 ,$53.33 ,20010115,--,Far higher than expectation,,$53.12 ,$54.63 ,2.84262,Competitive,0.675042
1,TRV,1/14/2011,$53.12 ,$54.84 ,$52.96 ,$54.63 ,14820631,++,Far lower than expectation,20010115,$54.62 ,$55.00 ,0.695716,Competitive,0.658979
1,TRV,1/21/2011,$54.62 ,$55.24 ,$54.07 ,$55.00 ,13631048,+,Lower than expectation,14820631,$55.14 ,$55.81 ,1.21509,Competitive,0.654545
1,TRV,1/28/2011,$55.14 ,$57.78 ,$54.97 ,$55.81 ,26595621,+,Far higher than expectation,13631048,$55.81 ,$57.41 ,2.86687,Competitive,0.645046
1,TRV,2/4/2011,$55.81 ,$57.52 ,$55.81 ,$57.41 ,27494461,++,Average,26595621,$57.32 ,$58.99 ,2.91347,Competitive,0.627068
1,TRV,2/11/2011,$57.32 ,$59.12 ,$56.97 ,$58.99 ,19539527,++,Far lower than expectation,27494461,$58.84 ,$60.92 ,3.53501,Lower competitive,0.610273
1,TRV,2/18/2011,$58.84 ,$60.92 ,$58.53 ,$60.92 ,14107769,++,Far lower than expectation,19539527,$60.60 ,$59.60 ,-1.65016,Lower competitive,0.590939
1,TRV,2/25/2011,$60.60 ,$61.15 ,$59.05 ,$59.60 ,20849299,--,Far higher than expectation,14107769,$59.60 ,$59.18 ,-0.704698,Lower competitive,0.604027
1,TRV,3/4/2011,$59.60 ,$60.02 ,$58.53 ,$59.18 ,20284170,-,Average,20849299,$59.26 ,$58.88 ,-0.641242,Lower competitive,0.608314
